Table_ID,Cell_ID,Cell_Label,Cell_Label_Tier1,Cell_Label_Tier2,Cell_Label_Tier3,Cell_Label_Tier4,Cell_Label_Tier5,Cell_Label_Short_Tier1,Cell_Label_Short_Tier2,Cell_Label_Short_Tier3,Cell_Label_Short_Tier4,Cell_Label_Short_Tier5,EW_Count,n_Interior_Cells
ts007,ts0070022,Aged 16 to 19 years: Aged 16 years,NA,Aged 16 to 19 years: Aged 16 years,Aged 16 to 19 years: Aged 16 years,Aged 16 to 19 years: Aged 16 years,Aged 16 to 19 years: Aged 16 years,NA,Aged 16 years,Aged 16 years,Aged 16 years,Aged 16 years,684712,101
ts007,ts0070023,Aged 16 to 19 years: Aged 17 years,NA,Aged 16 to 19 years: Aged 17 years,Aged 16 to 19 years: Aged 17 years,Aged 16 to 19 years: Aged 17 years,Aged 16 to 19 years: Aged 17 years,NA,Aged 17 years,Aged 17 years,Aged 17 years,Aged 17 years,676331,101
ts007,ts0070024,Aged 16 to 19 years: Aged 18 years,NA,Aged 16 to 19 years: Aged 18 years,Aged 16 to 19 years: Aged 18 years,Aged 16 to 19 years: Aged 18 years,Aged 16 to 19 years: Aged 18 years,NA,Aged 18 years,Aged 18 years,Aged 18 years,Aged 18 years,667639,101
ts007,ts0070025,Aged 16 to 19 years: Aged 19 years,NA,Aged 16 to 19 years: Aged 19 years,Aged 16 to 19 years: Aged 19 years,Aged 16 to 19 years: Aged 19 years,Aged 16 to 19 years: Aged 19 years,NA,Aged 19 years,Aged 19 years,Aged 19 years,Aged 19 years,687504,101
ts007,ts0070026,Aged 20 to 24 years,Aged 20 to 24 years,NA,NA,NA,NA,Aged 20 to 24 years,NA,NA,NA,NA,3602128,101
ts007,ts0070027,Aged 20 to 24 years: Aged 20 years,NA,Aged 20 to 24 years: Aged 20 years,Aged 20 to 24 years: Aged 20 years,Aged 20 to 24 years: Aged 20 years,Aged 20 to 24 years: Aged 20 years,NA,Aged 20 years,Aged 20 years,Aged 20 years,Aged 20 years,686218,101
ts007,ts0070028,Aged 20 to 24 years: Aged 21 years,NA,Aged 20 to 24 years: Aged 21 years,Aged 20 to 24 years: Aged 21 years,Aged 20 to 24 years: Aged 21 years,Aged 20 to 24 years: Aged 21 years,NA,Aged 21 years,Aged 21 years,Aged 21 years,Aged 21 years,706129,101
ts007,ts0070029,Aged 20 to 24 years: Aged 22 years,NA,Aged 20 to 24 years: Aged 22 years,Aged 20 to 24 years: Aged 22 years,Aged 20 to 24 years: Aged 22 years,Aged 20 to 24 years: Aged 22 years,NA,Aged 22 years,Aged 22 years,Aged 22 years,Aged 22 years,725381,101
ts007,ts0070030,Aged 20 to 24 years: Aged 23 years,NA,Aged 20 to 24 years: Aged 23 years,Aged 20 to 24 years: Aged 23 years,Aged 20 to 24 years: Aged 23 years,Aged 20 to 24 years: Aged 23 years,NA,Aged 23 years,Aged 23 years,Aged 23 years,Aged 23 years,735703,101
ts007,ts0070031,Aged 20 to 24 years: Aged 24 years,NA,Aged 20 to 24 years: Aged 24 years,Aged 20 to 24 years: Aged 24 years,Aged 20 to 24 years: Aged 24 years,Aged 20 to 24 years: Aged 24 years,NA,Aged 24 years,Aged 24 years,Aged 24 years,Aged 24 years,748697,101
ts007,ts0070032,Aged 25 to 34 years,Aged 25 to 34 years,NA,NA,NA,NA,Aged 25 to 34 years,NA,NA,NA,NA,8050540,101
ts007,ts0070033,Aged 25 to 34 years: Aged 25 years,NA,Aged 25 to 34 years: Aged 25 years,Aged 25 to 34 years: Aged 25 years,Aged 25 to 34 years: Aged 25 years,Aged 25 to 34 years: Aged 25 years,NA,Aged 25 years,Aged 25 years,Aged 25 years,Aged 25 years,747948,101
ts007,ts0070034,Aged 25 to 34 years: Aged 26 years,NA,Aged 25 to 34 years: Aged 26 years,Aged 25 to 34 years: Aged 26 years,Aged 25 to 34 years: Aged 26 years,Aged 25 to 34 years: Aged 26 years,NA,Aged 26 years,Aged 26 years,Aged 26 years,Aged 26 years,764081,101
ts007,ts0070035,Aged 25 to 34 years: Aged 27 years,NA,Aged 25 to 34 years: Aged 27 years,Aged 25 to 34 years: Aged 27 years,Aged 25 to 34 years: Aged 27 years,Aged 25 to 34 years: Aged 27 years,NA,Aged 27 years,Aged 27 years,Aged 27 years,Aged 27 years,780129,101
ts007,ts0070036,Aged 25 to 34 years: Aged 28 years,NA,Aged 25 to 34 years: Aged 28 years,Aged 25 to 34 years: Aged 28 years,Aged 25 to 34 years: Aged 28 years,Aged 25 to 34 years: Aged 28 years,NA,Aged 28 years,Aged 28 years,Aged 28 years,Aged 28 years,794007,101
ts007,ts0070037,Aged 25 to 34 years: Aged 29 years,NA,Aged 25 to 34 years: Aged 29 years,Aged 25 to 34 years: Aged 29 years,Aged 25 to 34 years: Aged 29 years,Aged 25 to 34 years: Aged 29 years,NA,Aged 29 years,Aged 29 years,Aged 29 years,Aged 29 years,815575,101
ts007,ts0070038,Aged 25 to 34 years: Aged 30 years,NA,Aged 25 to 34 years: Aged 30 years,Aged 25 to 34 years: Aged 30 years,Aged 25 to 34 years: Aged 30 years,Aged 25 to 34 years: Aged 30 years,NA,Aged 30 years,Aged 30 years,Aged 30 years,Aged 30 years,837963,101
ts007,ts0070039,Aged 25 to 34 years: Aged 31 years,NA,Aged 25 to 34 years: Aged 31 years,Aged 25 to 34 years: Aged 31 years,Aged 25 to 34 years: Aged 31 years,Aged 25 to 34 years: Aged 31 years,NA,Aged 31 years,Aged 31 years,Aged 31 years,Aged 31 years,827435,101
ts007,ts0070040,Aged 25 to 34 years: Aged 32 years,NA,Aged 25 to 34 years: Aged 32 years,Aged 25 to 34 years: Aged 32 years,Aged 25 to 34 years: Aged 32 years,Aged 25 to 34 years: Aged 32 years,NA,Aged 32 years,Aged 32 years,Aged 32 years,Aged 32 years,829879,101
ts007,ts0070041,Aged 25 to 34 years: Aged 33 years,NA,Aged 25 to 34 years: Aged 33 years,Aged 25 to 34 years: Aged 33 years,Aged 25 to 34 years: Aged 33 years,Aged 25 to 34 years: Aged 33 years,NA,Aged 33 years,Aged 33 years,Aged 33 years,Aged 33 years,838398,101
ts007,ts0070042,Aged 25 to 34 years: Aged 34 years,NA,Aged 25 to 34 years: Aged 34 years,Aged 25 to 34 years: Aged 34 years,Aged 25 to 34 years: Aged 34 years,Aged 25 to 34 years: Aged 34 years,NA,Aged 34 years,Aged 34 years,Aged 34 years,Aged 34 years,815125,101
ts007,ts0070043,Aged 35 to 49 years,Aged 35 to 49 years,NA,NA,NA,NA,Aged 35 to 49 years,NA,NA,NA,NA,11526095,101
ts007,ts0070044,Aged 35 to 49 years: Aged 35 years,NA,Aged 35 to 49 years: Aged 35 years,Aged 35 to 49 years: Aged 35 years,Aged 35 to 49 years: Aged 35 years,Aged 35 to 49 years: Aged 35 years,NA,Aged 35 years,Aged 35 years,Aged 35 years,Aged 35 years,814386,101
ts007,ts0070045,Aged 35 to 49 years: Aged 36 years,NA,Aged 35 to 49 years: Aged 36 years,Aged 35 to 49 years: Aged 36 years,Aged 35 to 49 years: Aged 36 years,Aged 35 to 49 years: Aged 36 years,NA,Aged 36 years,Aged 36 years,Aged 36 years,Aged 36 years,805134,101
ts007,ts0070046,Aged 35 to 49 years: Aged 37 years,NA,Aged 35 to 49 years: Aged 37 years,Aged 35 to 49 years: Aged 37 years,Aged 35 to 49 years: Aged 37 years,Aged 35 to 49 years: Aged 37 years,NA,Aged 37 years,Aged 37 years,Aged 37 years,Aged 37 years,790369,101
ts007,ts0070047,Aged 35 to 49 years: Aged 38 years,NA,Aged 35 to 49 years: Aged 38 years,Aged 35 to 49 years: Aged 38 years,Aged 35 to 49 years: Aged 38 years,Aged 35 to 49 years: Aged 38 years,NA,Aged 38 years,Aged 38 years,Aged 38 years,Aged 38 years,785719,101
ts007,ts0070048,Aged 35 to 49 years: Aged 39 years,NA,Aged 35 to 49 years: Aged 39 years,Aged 35 to 49 years: Aged 39 years,Aged 35 to 49 years: Aged 39 years,Aged 35 to 49 years: Aged 39 years,NA,Aged 39 years,Aged 39 years,Aged 39 years,Aged 39 years,786009,101
ts007,ts0070049,Aged 35 to 49 years: Aged 40 years,NA,Aged 35 to 49 years: Aged 40 years,Aged 35 to 49 years: Aged 40 years,Aged 35 to 49 years: Aged 40 years,Aged 35 to 49 years: Aged 40 years,NA,Aged 40 years,Aged 40 years,Aged 40 years,Aged 40 years,803965,101
ts007,ts0070050,Aged 35 to 49 years: Aged 41 years,NA,Aged 35 to 49 years: Aged 41 years,Aged 35 to 49 years: Aged 41 years,Aged 35 to 49 years: Aged 41 years,Aged 35 to 49 years: Aged 41 years,NA,Aged 41 years,Aged 41 years,Aged 41 years,Aged 41 years,791359,101
ts007,ts0070051,Aged 35 to 49 years: Aged 42 years,NA,Aged 35 to 49 years: Aged 42 years,Aged 35 to 49 years: Aged 42 years,Aged 35 to 49 years: Aged 42 years,Aged 35 to 49 years: Aged 42 years,NA,Aged 42 years,Aged 42 years,Aged 42 years,Aged 42 years,748962,101
ts007,ts0070052,Aged 35 to 49 years: Aged 43 years,NA,Aged 35 to 49 years: Aged 43 years,Aged 35 to 49 years: Aged 43 years,Aged 35 to 49 years: Aged 43 years,Aged 35 to 49 years: Aged 43 years,NA,Aged 43 years,Aged 43 years,Aged 43 years,Aged 43 years,705241,101
ts007,ts0070053,Aged 35 to 49 years: Aged 44 years,NA,Aged 35 to 49 years: Aged 44 years,Aged 35 to 49 years: Aged 44 years,Aged 35 to 49 years: Aged 44 years,Aged 35 to 49 years: Aged 44 years,NA,Aged 44 years,Aged 44 years,Aged 44 years,Aged 44 years,706230,101
ts007,ts0070054,Aged 35 to 49 years: Aged 45 years,NA,Aged 35 to 49 years: Aged 45 years,Aged 35 to 49 years: Aged 45 years,Aged 35 to 49 years: Aged 45 years,Aged 35 to 49 years: Aged 45 years,NA,Aged 45 years,Aged 45 years,Aged 45 years,Aged 45 years,716525,101
ts007,ts0070055,Aged 35 to 49 years: Aged 46 years,NA,Aged 35 to 49 years: Aged 46 years,Aged 35 to 49 years: Aged 46 years,Aged 35 to 49 years: Aged 46 years,Aged 35 to 49 years: Aged 46 years,NA,Aged 46 years,Aged 46 years,Aged 46 years,Aged 46 years,734978,101
ts007,ts0070056,Aged 35 to 49 years: Aged 47 years,NA,Aged 35 to 49 years: Aged 47 years,Aged 35 to 49 years: Aged 47 years,Aged 35 to 49 years: Aged 47 years,Aged 35 to 49 years: Aged 47 years,NA,Aged 47 years,Aged 47 years,Aged 47 years,Aged 47 years,746820,101
ts007,ts0070057,Aged 35 to 49 years: Aged 48 years,NA,Aged 35 to 49 years: Aged 48 years,Aged 35 to 49 years: Aged 48 years,Aged 35 to 49 years: Aged 48 years,Aged 35 to 49 years: Aged 48 years,NA,Aged 48 years,Aged 48 years,Aged 48 years,Aged 48 years,779033,101
ts007,ts0070058,Aged 35 to 49 years: Aged 49 years,NA,Aged 35 to 49 years: Aged 49 years,Aged 35 to 49 years: Aged 49 years,Aged 35 to 49 years: Aged 49 years,Aged 35 to 49 years: Aged 49 years,NA,Aged 49 years,Aged 49 years,Aged 49 years,Aged 49 years,811365,101
ts007,ts0070059,Aged 50 to 64 years,Aged 50 to 64 years,NA,NA,NA,NA,Aged 50 to 64 years,NA,NA,NA,NA,11608079,101
ts007,ts0070060,Aged 50 to 64 years: Aged 50 years,NA,Aged 50 to 64 years: Aged 50 years,Aged 50 to 64 years: Aged 50 years,Aged 50 to 64 years: Aged 50 years,Aged 50 to 64 years: Aged 50 years,NA,Aged 50 years,Aged 50 years,Aged 50 years,Aged 50 years,828071,101
ts007,ts0070061,Aged 50 to 64 years: Aged 51 years,NA,Aged 50 to 64 years: Aged 51 years,Aged 50 to 64 years: Aged 51 years,Aged 50 to 64 years: Aged 51 years,Aged 50 to 64 years: Aged 51 years,NA,Aged 51 years,Aged 51 years,Aged 51 years,Aged 51 years,810998,101
ts007,ts0070062,Aged 50 to 64 years: Aged 52 years,NA,Aged 50 to 64 years: Aged 52 years,Aged 50 to 64 years: Aged 52 years,Aged 50 to 64 years: Aged 52 years,Aged 50 to 64 years: Aged 52 years,NA,Aged 52 years,Aged 52 years,Aged 52 years,Aged 52 years,829876,101
ts007,ts0070063,Aged 50 to 64 years: Aged 53 years,NA,Aged 50 to 64 years: Aged 53 years,Aged 50 to 64 years: Aged 53 years,Aged 50 to 64 years: Aged 53 years,Aged 50 to 64 years: Aged 53 years,NA,Aged 53 years,Aged 53 years,Aged 53 years,Aged 53 years,824383,101
ts007,ts0070064,Aged 50 to 64 years: Aged 54 years,NA,Aged 50 to 64 years: Aged 54 years,Aged 50 to 64 years: Aged 54 years,Aged 50 to 64 years: Aged 54 years,Aged 50 to 64 years: Aged 54 years,NA,Aged 54 years,Aged 54 years,Aged 54 years,Aged 54 years,830104,101
ts007,ts0070065,Aged 50 to 64 years: Aged 55 years,NA,Aged 50 to 64 years: Aged 55 years,Aged 50 to 64 years: Aged 55 years,Aged 50 to 64 years: Aged 55 years,Aged 50 to 64 years: Aged 55 years,NA,Aged 55 years,Aged 55 years,Aged 55 years,Aged 55 years,828776,101
ts007,ts0070066,Aged 50 to 64 years: Aged 56 years,NA,Aged 50 to 64 years: Aged 56 years,Aged 50 to 64 years: Aged 56 years,Aged 50 to 64 years: Aged 56 years,Aged 50 to 64 years: Aged 56 years,NA,Aged 56 years,Aged 56 years,Aged 56 years,Aged 56 years,829604,101
ts007,ts0070067,Aged 50 to 64 years: Aged 57 years,NA,Aged 50 to 64 years: Aged 57 years,Aged 50 to 64 years: Aged 57 years,Aged 50 to 64 years: Aged 57 years,Aged 50 to 64 years: Aged 57 years,NA,Aged 57 years,Aged 57 years,Aged 57 years,Aged 57 years,810299,101
ts007,ts0070068,Aged 50 to 64 years: Aged 58 years,NA,Aged 50 to 64 years: Aged 58 years,Aged 50 to 64 years: Aged 58 years,Aged 50 to 64 years: Aged 58 years,Aged 50 to 64 years: Aged 58 years,NA,Aged 58 years,Aged 58 years,Aged 58 years,Aged 58 years,792879,101
ts007,ts0070069,Aged 50 to 64 years: Aged 59 years,NA,Aged 50 to 64 years: Aged 59 years,Aged 50 to 64 years: Aged 59 years,Aged 50 to 64 years: Aged 59 years,Aged 50 to 64 years: Aged 59 years,NA,Aged 59 years,Aged 59 years,Aged 59 years,Aged 59 years,767485,101
